Company/Brand,Sector,Stage,Amount($),HeadQuarter,What it does,Year,Founded,Founders,Investor,Subsector
Chai Kings,Beverage,,1000000.0,Chennai,It offers a range of tea in various flavour,2020,,"Jahabar Sadique, Balaji Sadagopan",The Chennai Angels (TCA),
Rivigo,Logistics,Series F,3400000.0,Gurugram,"It offers delivery services across India to retail, e-commerce, pharmaceutical, automobile and FMCG companies",2020,2014,"Deepak Garg, Gazal Kalra",Trifecta Capital,
Shiksha,EdTech,,181000.0,,It makes college selection easy for students looking to pursue UG and PG courses in India and abroad,2020,2008,Kanav Sachdeva,Mumbai Angels Network,
Super Surfaces,Deisgning,Series A,500000.0,Hyderabad,A design solution based company,2020,,Kumar Varma,Vishnu Reddy,
Quicko,Taxation,,280000.0,Ahmedabad,Online tax planning and filing platform,2020,,Vishvajit Sonagara,"Zerodha fintech fund, Rainmatter",
Satin Creditcare,FinTech,,15000000.0,Gurugram,A micro finance company,2020,,,Austrian Bank,
XpressBees,Logistics,,10000000.0,,Provides end to end supply chain solutions,2020,2015,"Supam Maheshwari, Amitava Saha",Alibaba,
Wealth Bucket,FinTech,,3000000.0,,An online platform for mutual fund investments,2020,2018,"Himanshu Jain, Pulkit Jain","NorthStar, Vinod Khatumal",
GoMechanic,Automobile Technology,Series B,14700000.0,Delhi,Find automobile repair and maintenance service providers,2020,2016,"Amit Bhasin, Kushal Karwa, Nitin Rana, Rishabh Karwa","Chiratae Ventures, Sequoia Capital, Orios Venture Partners",
Fashor,Fashion,Pre-series A,1000000.0,Chennai,Women’s fashion and apparel,2020,2017,"Vikram Kankaria, Priyanka Kankaria",Sprout venture partners,
Leverage Edu,EdTech,,1500000.0,Delhi,AI enabled marketplace that provides career guidance,2020,,Akshay Chaturvedi,"DSG Consumer Partners, Blume Ventures",
EpiFi,FinTech,Seed,13200000.0,,It offers customers with a single interface for all their financial and banking mandates,2020,,"Sujith Narayanan, Sumit Gwalani","Sequoia India, Ribbit Capital",
Purplle,Consumer Goods,,8000000.0,Mumbai,Online makeup and beauty products retailer,2020,2012,"Manish Taneja, Rahul Dash",Verlinvest,
Shuttl,Transport,Series C,8043000.0,Delhi,App based bus aggregator serice,2020,2015,"Amit Singh, Deepanshu Malviya",SIG Global India Fund LLP.,
Pando,Logitech,Series A,9000000.0,Chennai,Networked logistics management software,2020,2017,"Jayakrishnan, Abhijeet Manohar",Chiratae Ventures,
Unbox Robotics,AI,Pre-series A,1200000.0,Bangalore,"Unbox Robotics builds on-demand AI-driven warehouse robotics solutions, which can be deployed using limited foot-print, time, and capital.",2021,2019.0,"Pramod Ghadge, Shahid Memon","BEENEXT, Entrepreneur First",
upGrad,EdTech,,120000000.0,Mumbai,UpGrad is an online higher education platform.,2021,2015.0,"Mayank Kumar, Phalgun Kompalli, Ravijot Chugh, Ronnie Screwvala","Unilazer Ventures, IIFL Asset Management",
Lead School,EdTech,Series D,30000000.0,Mumbai,LEAD School offers technology based school transformation system that assures excellent learning for every child.,2021,2012.0,"Smita Deorah, Sumeet Mehta","GSV Ventures, Westbridge Capital",
Bizongo,B2B E-commerce,Series C,51000000.0,Mumbai,Bizongo is a business-to-business online marketplace for packaging products.,2021,2015.0,"Aniket Deb, Ankit Tomar, Sachin Agrawal","CDC Group, IDG Capital",
FypMoney,FinTech,Seed,2000000.0,Gurugram,"FypMoney is Digital NEO Bank for Teenagers, empowering them with financial literacy and ease of secured financial transactions.",2021,2021.0,Kapil Banwari,"Liberatha Kallat, Mukesh Yadav, Dinesh Nagpal",
Urban Company,Home services,,188000000.0,Delhi,"Urban Company (Formerly UrbanClap) is a home and beauty services platform in India, Middle East, Singapore and Australia",2021,2014.0,"Abhiraj Singh Bhal, Raghav Chandra, Varun Khaitan",Vy Capital,
Comofi Medtech,HealthTech,,200000.0,Bangalore,Comofi Medtech is a healthcare robotics startup.,2021,2018.0,Gururaj KB,"CIIE.CO, KIIT-TBI",
Taikee,E-Commerce,,1000000.0,Mumbai,"Taikee is the ISO-certified, B2B e-commerce platform of Peel-Works, enabling better lives for corner stores.",2021,2010.0,"Nidhi Ramachandran, Sachin Chhabra",,
Fitterfly,HealthTech,Pre-series A,3000000.0,Mumbai,"Fitterfly offers customized and personalized wellness programs for diabetes PCOS, pregnancy, weight loss, pediatric and nutrition.",2021,2016.0,Dr Arbinder Singal,"9Unicorns Accelerator Fund, Metaform Ventures",
FreeStand,B2B service,,100000.0,Delhi,FreeStand enables FMCG brands to execute trackable and scalable product sampling campaigns.,2021,2017.0,"Konark Sharma, Sneh Soni","SucSEED Indovation, IIM Calcutta Innovation Park",
MyDentalPlan,Helathcare,Seed,700000.0,Bangalore,My Dental Plan provides dental care packages and services.,2021,2014.0,"Dr Mohender Narula, Dr AnandKrishna, Dr Girish Rao",Safe Planet Medicare,
Freyr Energy,Renewable Energy,,2000000.0,Hyderabad,"Freyr Energy is a company that provides full service solar provider based in Hyderabad, India.",2021,2014.0,"Radhika Choudary, Saurabh Marda","Impact Partners, C4D Partners",
DealShare,E-Commerce,,9000000.0,Jaipur,DealShare is a Social Commerce Startup,2021,2018.0,"Sankar Bora, Sourjyendu Medda, Vineet Rao","Tiger Global Management, InnoVen Capital",
Tessolve,Electronics,,40000000.0,Bangalore,"Tessolve Semiconductor offers engineering in semiconductor design, test/product engineering, failure analysis, systems design.",2021,1993.0,"P Raja Manickam, Srinivas Chinamilli, Veerappan V",Novo Tellus Capital,
Smart Joules,Renewable Energy,,49000000.0,Delhi,Smart Joules is an energy management company.,2021,2014.0,"Arjun P Gupta, Ujjal Majumdar, Sidhartha Gupta","Raintree Family Office, ADB arm",
ORAI,IT startup,Pre-series A,400000.0,Bangalore,AI-Powered Robotic Virtual Assistant (RVA) for Amplifying Performance of Poor quality leads and bring more MQL and SQL,2021,2020.0,"Swapnil Jain, Sujit Das Biswas",Inflection Point Ventures,
ixamBee,EdTech,Seed,300000.0,Delhi,ixamBee is to provide best online learning experience for preparation of competitive exams.,2021,2016.0,Chandraprakash Joshi,"Mumbai Angels, Narendra Shyamsukha",
CoinSwitch Kuber,FinTech,Series B,25000000.0,Bangalore,CoinSwitch Kuber is an India-based cryptocurrency exchange platform.,2021,2017.0,"Ashish Singhal, Govind Soni, Vimal Sagar Tiwari","Paradigm, Kunal Shah",
Razorpay,FinTech,Series E,160000000.0,Bangalore,"Razorpay is a platform that enables businesses to accept, process, and disburse payments.",2021,2014.0,"Harshil Mathur, Shashank Kumar","Matrix Partners India, GIC",
ZFW Hospitality,Food and Beverages,Pre-seed,150000.0,Delhi,Creating a sustainable and scalable cloud kitchen network.,2021,2015.0,Madhav Kasturia,"Mumbai Angels Network, Expert DOJO",
Optimized Electrotech,Aeorspace,Pre-series A,1800000.0,Ahmedabad,"Long distance, multispectral Surveillance Equipment for Defense, Aerospace, Critical Asset Protection",2021,2017.0,"Anil Yekkala, Dharin Shah, Kuldeep Saxena, Purvi Shah, Sandeep Shah",GVFL,
Northern Arc,FinTech,,5000000.0,Chennai,Northern Arc Capital is a Non-Banking Finance Company that provides borrows with access to debt investors.,2021,2008.0,Kshama Fernandes,"Kotak Mahindra Bank, FMO",
Chara,Deep Tech,Seed,850000.0,Bangalore,"A scalable, cloud-controlled, and rare earth mineral free Hardware and Software platform for the Switched Reluctance Motor and other magnet free motor technologies.",2021,2019.0,"Bhaktha Keshavachar, Ravi Prasad Sharma, Mahalingam Koushik",Kalaari Capital,
Sirona Hygiene,HealthTech,Series A,3000000.0,Delhi,Solving unaddressed Intimate & Menstrual Hygiene issues with our award-winning innovative & modern products.,2021,2015.0,"Deep Bajaj, Mohit Bajaj","NB Ventures, IAN Fund",
Pristyn Care,HealthTech,Series D,53000000.0,Gurugram,Pristyn Care is Health Care Startup that is disrupting Elective Surgery Procedures,2021,2018.0,Harsimarbir (Harsh) Singh,"Sequoia Capital India, Hummingbird Ventures",
TrulyMadly,Dating,Pre-series A,2000000.0,Delhi,Trulymadly is a dating platform that uses a match making algorithm.,2021,2013.0,"Hitesh Dhingra, Rahul Kumar, Sachin Bhatia","Gaurav Munjal, Snehil Khanor",
Vidyakul,EdTech,Seed,500000.0,,Vidyakul is an vernacular e-learning platform that helps state board students to learn academics via pre-recorded and live lectures,2021,2018.0,"Raman Garg, Tarun Saini","JITO Angel Network, SOSV",
Jambox Games,Gaming,Seed,1100000.0,Bangalore,"A competitive game publishing platform to help developers in India and Southeast Asia to publish their games, and compete with the global incumbents.",2021,2021.0,Ravi Vyas,,
Miko,Robotics,,6000000.0,Mumbai,"Miko is an advanced robotics startup focusing on robotics, AI & IoT.",2021,2015.0,"Chintan Raikar, Prashant Iyengar, Sneh Vaswani","Chiratae Ventures, YourNest Venture Capital",
SuperK,Retail,Seed,800000.0,"Small Towns, Andhra Pradesh",SuperK is a full-stack solution to empower small format retail stores in India.,2021,2019.0,Neeraj Menta,STRIVE VC,
TagZ Foods,Foodtech,Pre-series A,500000.0,Bangalore,TagZ Foods is a supplier of snacks and food products.,2021,2019.0,"Anish Basu Roy, Sagar Bhalotia",Venture Catalysts,
Fuel Buddy,Oil and Energy,,1000000.0,Delhi,FuelBuddy is the FIRST legal private company in India to have permissions in place to deliver fuel. FUELDELIVERY APP.,2021,2017.0,Aditya Singh,Jaipuria Family Office,
M1xchange,FinTech,,10000000.0,Gurugram,M1 an online exchange for TReDS set up under the approval RBI to facilitate discounting of invoices on a PAN India basis.,2021,2017.0,Sundeep Mohindru,Amazon,
Spintly,Tech,,500000.0,Goa,Wireless cloud based access control platform,2021,2017.0,Rohin Parkar,Riso Capital,
EF Polymer,AgriTech,,200000.0,Rajsamand,Sustainable Agriculture by creating sustainable inputs solution for agriculture to save water and fertilizer with enhancing yield.,2021,2018.0,Narayan Lal Gurjar,MTG Ventures,
boAt,Electronics,,6000000.0,Delhi,boAt is a consumer electronics and lifestyle company.,2021,2016.0,"Aman Gupta, Sameer Mehta","Qualcomm Ventures, Warburg Pincus",
iBus,Telecommuncation,,21000000.0,Bangalore,iBus Networks is an in-building connectivity solutions company,2021,2010.0,"Ram Sellaratnam, Sunil Menon and Subash Vasudevan",Morgan Stanley,
Puresh Daily,Milk startup,Seed,100000.0,Ranchi,PUREandFRES-Milk delivers fresh milk directly from its farm to home. Fresh Milk without any trace of chemicals is packed and sealed in glass bottle.,2021,2019.0,"Manish Piyush, Ayush Kumar","Alfa Ventures, Agility Venture Partners",
LearnVern,EdTech,,1000000.0,Ahmedabad,LearnVern.com is a training portal where anyone can learn any course in vernacular languages for free.,2021,2016.0,"Niral Modi, Aditi Modi",,
LimeChat,AI Chatbot,Seed,7500000.0,"Faridabad, Haryana",Limechat provides a personalised shopping experience for D2C companies on chat platforms using L3 conversational AI.,2021,2020.0,"Aniket Bajpai, Nikhil Gupta","Stellaris Venture Partners, Ramakant Sharma",
Dybo,InfoTech & Services,Seed,100000.0,Bangalore,Product Visualisation Technology for Commerce,2021,2019.0,Dhawal Jain,Spanache,
moEVing,Logistics,Seed,1000000.0,Gurugram,"Delivering clean, cost-effective and efficient mobility solutions.",2021,2021.0,VIKASH MISHRA,,
WeWork India,Hospitality,,26000000.0,Bangalore,"Transform buildings into beautiful, collaborative workspaces and provide infrastructure, services, events and tech",2021,2017.0,Karan Virwani,,
Solethreads,Fashion,Series A,1000000.0,Gurugram,SOLETHREADS is a ‘Made in India’ footwear brand that’s creating a flip flop revolution.,2021,2018.0,Vikram Iyer,"DSG Consumer Partners, Saama Capital",
Beldara,E-Commerce,,7400000.0,Mumbai,"BELDARA.COM IS A GLOBAL B2B marketplace, enables businesses to sell worldwide.",2021,2018.0,Bhagwan (Pradeep) Khandekar,Hindustan Media Ventures,
CredFlow,FinTech,Seed,2000000.0,Delhi,CredFlow provides financial solutions to automate your cashflows.,2021,2020.0,Kunal Aggarwal,"Stellaris Venture Partners, Omidyar Network India, Flourish Ventures",
Do Your Thng,Marketing,,1500000.0,Gurugram,World's first shared economy platform for digital assets.,2021,2018.0,Ankit Agarwal,"Angelbay Holdings, Faad Network",
Oye Rickshaw,Transportation,,3000000.0,Gurugram,Oye Rickshaw is an electric vehicle energy solutions company that connects people with public transportation using a booking app.,2021,2017.0,"Akash Deep, Mohit Sharma","Alteria Capital, Chiratae Ventures",
Legitquest,LegalTech,,600000.0,Delhi,LegitQuest is a legal-tech company that operates a legal research platform with Indian case laws.,2021,2017.0,"Himanshu Puri, Karan Kalia, Rohit Shukla","WaterBridge Ventures, Info Edge",
Swiggy,Food delivery,,800000000.0,Bangalore,Swiggy is an on-demand food delivery platform that brings food from neighborhood restaurants directly to customers' doors.,2021,2014.0,"Nandan Reddy, Rahul Jaimini, Sriharsha Majety","Carmignac, Falcon Edge Capital",
PlayShifu,EdTech,Series B,17000000.0,Bangalore,PlayShifu is an EdTech startup that offers teaching/learning tools for kids (4-12 years of age).,2021,2016.0,"Dinesh Advani, Vivek Goyal","Chiratae Ventures, Bharat Innovation Fund",
Pitstop,Automotive,Pre-series B,3500000.0,Bangalore,Pitstop offers general repair and maintenance services for cars through its doorstep service vehicles.,2021,2015.0,"Mihir Mohan Mishra, Nirant Ramakuru, Ruchi Deepak","Acko Technology, Services, LetsVenture",
Lendingkart,FinTech,Debt Financing,15000000.0,Gujarat,Lendingkart is an online financing company dedicated to help entrepreneurs and small businesses with Working Capital Loans.,2021,1999.0,"Harshvardhan Lunia, Mukul Sachan","Bertelsmann India Investments, Fullerton Financial Holdings",
CRED,FinTech,Series D,215000000.0,Bangalore,CRED is a members-only credit card management and bill payments platform that rewards users every time they pay their credit card bills.,2021,2018.0,Kunal Shah,"Dragoneer Investment Group, Tiger Global Management",
Karnival,Tech,Seed,2500000.0,Bangalore,A SAAS platform for retailers and brands to create wonderful post purchase customer journeys using smart receipts technology,2021,2015.0,Neeraj Tyagi,http://100x.vc/,
PharmEasy,HealthTech,Series E,350000000.0,Mumbai,"PharmEasy is a health tech startup offering services such as teleconsultation, medicine deliveries, and diagnostic test sample collection.",2021,2015.0,"Dharmil Sheth, Dhaval Shah, Mikhil Innani","TPG Growth, Caisse de Depot et Placement du Quebec",
WESS,Renewable Energy,Seed,2000000.0,Mumbai,Waaree is India's Largest Solar Module Manufacturer & fastest growing EPC company with Presence across 68 countries.,2021,1989.0,Hitesh Doshi,Centrum Financial Services,
ShopSe,FinTech,,5500000.0,Mumbai,Make purchases online or at neighborhood store in easy EMIs through ShopSe.,2021,2020.0,"Pallav Jain, Abhishek Nimonkar, Yagnesh Desai","Chiratae Ventures, BEENEXT",
Fantasy Akhada,Fantasy sports,,600000.0,Gurugram,Fantasy Akhada offers fantasy sports platform for cricket and football.,2021,2020.0,Amit Purohit,Harsha Bhogle,
Groww,FinTech,Series D,83000000.0,Bangalore,Groww is an investment platform that offers a new way of investing money with stockbroking and direct mutual funds.,2021,2017.0,"Harsh Jain, Ishan Bansal, Lalit Keshre, Neeraj Singh","Tiger Global Management, Y Combinator Continuity Fund",
Avanti Finance,FinTech,Series A,26000000.0,Bangalore,Avanti Finance lends relatively large but trust-based loans without formal credit footprint.,2021,2016.0,"Ratan Tata, Nandan Nilekani",Michael & Susan Dell Foundation,
OfBusiness,FinTech,,110000000.0,Gurugram,OfBusiness is a financing platform that offers smart financing to SMEs.,2021,2015.0,"Asish Mohapatra, Bhuvan Gupta, Chandranshu Sinha, Nitin Jain, Ruchi Kalra, Ruchi Kalra, Srinath Ramakkrushnan, Vasant Sridhar","Falcon Edge India, Norwest Venture Partners",
Superpro.ai,Video communication,Seed,3000000.0,Bangalore,Enabling independent professionals to bring offline consulting online with AI,2021,2019.0,"Gaurav Tripathi, Sagar Ramteke, Vijay Goel, Vivek Kumar","SOSV, Omphalos Ventures India",
ShareChat,Media,,500000000.0,Bangalore,ShareChat is a social networking and regional content platform.,2021,2015.0,"Ankush Sachdeva, Bhanu Pratap Singh, Farid Ahsan","Twitter Ventures, Pawan Munjal",
WiT-ACE,Skill development,Seed,1000000.0,Gurugram,"Offer accelerated career experiences for women by Enabling, Engaging & Employing them to be in decision making roles.",2021,2020.0,Anuranjita Kumar,CitiusTech,
Spinny,Retail,Series C,65000000.0,Gurugram,Spinny is a used car buying platform enabling trustworthy and hassle-free transactions.,2021,2015.0,"Mohit Gupta, Niraj Singh, Ramanshu Mahaur","Arena Holdings, Think Investments",
Safexpay,FinTech,,6000000.0,Thane,SafexPay is set up with the aim to build digital payments businesses and channel platforms encompassing payment gateways,2021,2017.0,Ravi Gupta,"T Choithrams BVI, Ardor",
